name,street,subarea,area,city,province,Address
Miss Factor,,Phase 6,DHA,Karachi,Sindh,Miss Factor  Phase 6 DHA Karachi Sindh
Reborn,,Phase 5,DHA,Karachi,Sindh,Reborn  Phase 5 DHA Karachi Sindh
Amin Ironwork,,Block 13 D 2,Gulshan e Iqbal,Karachi,Sindh,Amin Ironwork  Block 13 D 2 Gulshan e Iqbal Karachi Sindh
Mashallah Nimco Corners,,Phase 1,Gulshan e Hadeed,Karachi,Sindh,Mashallah Nimco Corners  Phase 1 Gulshan e Hadeed Karachi Sindh
D D General Store,,Nazimabad No 1,Nazimabad,Karachi,Sindh,D D General Store  Nazimabad No 1 Nazimabad Karachi Sindh
Zahid Tailors,,Bhitaiabad Block 9,Bhittaiabad,Karachi,Sindh,Zahid Tailors  Bhitaiabad Block 9 Bhittaiabad Karachi Sindh
Karachi Associates,,Phase 1,Gulshan e Hadeed,Karachi,Sindh,Karachi Associates  Phase 1 Gulshan e Hadeed Karachi Sindh
Gul Silk Center,,Phase 1,Gulshan e Hadeed,Karachi,Sindh,Gul Silk Center  Phase 1 Gulshan e Hadeed Karachi Sindh
Delta Laundry Services,,Phase 5,DHA,Karachi,Sindh,Delta Laundry Services  Phase 5 DHA Karachi Sindh
Mashallah Paint House,,Sector 36 C,Landhi,Karachi,Sindh,Mashallah Paint House  Sector 36 C Landhi Karachi Sindh
Fariha Mobile Lab,,Labor Colony (Landhi),Landhi,Karachi,Sindh,Fariha Mobile Lab  Labor Colony (Landhi) Landhi Karachi Sindh
Japan Comm,,Phase 2,Gulshan e Hadeed,Karachi,Sindh,Japan Comm  Phase 2 Gulshan e Hadeed Karachi Sindh
Wire Storm Innovations Pvt Ltd.,,Phase 7,DHA,Karachi,Sindh,Wire Storm Innovations Pvt Ltd.  Phase 7 DHA Karachi Sindh
Madina Auto,,Sector 4,Sindh Industrial Trading Estate (SITE),Karachi,Sindh,Madina Auto  Sector 4 Sindh Industrial Trading Estate (SITE) Karachi Sindh
Fazal e Rabbi Milk Shop,,Sukhia Goth,Gulzar e Hijri Scheme 33,Karachi,Sindh,Fazal e Rabbi Milk Shop  Sukhia Goth Gulzar e Hijri Scheme 33 Karachi Sindh
Allah Tawakkal Beef & Chicken Shop,,Phase 1,Gulshan e Hadeed,Karachi,Sindh,Allah Tawakkal Beef & Chicken Shop  Phase 1 Gulshan e Hadeed Karachi Sindh
Al Musaddiq Autos,,B Area,Qayyumabad,Karachi,Sindh,Al Musaddiq Autos  B Area Qayyumabad Karachi Sindh
Al Hafiz Timber Mart,,Sector 2,Sindh Industrial Trading Estate (SITE),Karachi,Sindh,Al Hafiz Timber Mart  Sector 2 Sindh Industrial Trading Estate (SITE) Karachi Sindh
Hatim Hardware,,Block C,North Nazimabad,Karachi,Sindh,Hatim Hardware  Block C North Nazimabad Karachi Sindh
Jeddah Matching Center,,Block 15,Federal B Area (Gulberg),Karachi,Sindh,Jeddah Matching Center  Block 15 Federal B Area (Gulberg) Karachi Sindh
Noor Autos,,Sector 11 A,Gulzar e Hijri Scheme 33,Karachi,Sindh,Noor Autos  Sector 11 A Gulzar e Hijri Scheme 33 Karachi Sindh
Pakistan Store,,Lower Gizri,Gizri,Karachi,Sindh,Pakistan Store  Lower Gizri Gizri Karachi Sindh
Abdul Majeed Autos,,Block 9,Gulistan e Jauhar,Karachi,Sindh,Abdul Majeed Autos  Block 9 Gulistan e Jauhar Karachi Sindh
Farooq Electric Store,,Block 19,Federal B Area (Gulberg),Karachi,Sindh,Farooq Electric Store  Block 19 Federal B Area (Gulberg) Karachi Sindh
Home Ways Motor Training School,,Block N,North Nazimabad,Karachi,Sindh,Home Ways Motor Training School  Block N North Nazimabad Karachi Sindh
New Bright Decoration,,Peoples Colony Shah Faisal,Shah Faisal Town,Karachi,Sindh,New Bright Decoration  Peoples Colony Shah Faisal Shah Faisal Town Karachi Sindh
New Stationery & Photostat,,Block 19,Federal B Area (Gulberg),Karachi,Sindh,New Stationery & Photostat  Block 19 Federal B Area (Gulberg) Karachi Sindh
Zong Franchise,,Block D,North Nazimabad,Karachi,Sindh,Zong Franchise  Block D North Nazimabad Karachi Sindh
M Waqar Trade Center,,Phase 6,DHA,Karachi,Sindh,M Waqar Trade Center  Phase 6 DHA Karachi Sindh
Al Rehman Grammar School,,Bhitaiabad Block 9,Bhittaiabad,Karachi,Sindh,Al Rehman Grammar School  Bhitaiabad Block 9 Bhittaiabad Karachi Sindh
Al Dabeer Machinery,,Block 19,Federal B Area (Gulberg),Karachi,Sindh,Al Dabeer Machinery  Block 19 Federal B Area (Gulberg) Karachi Sindh
Bismillah Ironworks,,Sector 16 A,Buffer Zone,Karachi,Sindh,Bismillah Ironworks  Sector 16 A Buffer Zone Karachi Sindh
Regional Office Provincial Ombudsman,,Musa Colony,Federal B Area (Gulberg),Karachi,Sindh,Regional Office Provincial Ombudsman  Musa Colony Federal B Area (Gulberg) Karachi Sindh
Saqib Autos,,Darakhshan CHS,Kala Board,Karachi,Sindh,Saqib Autos  Darakhshan CHS Kala Board Karachi Sindh
Al Sheikh Compressor Center,,Saudabad S3,Saudabad,Karachi,Sindh,Al Sheikh Compressor Center  Saudabad S3 Saudabad Karachi Sindh
Madina Medicos & General Store,,Khokhrapar 1,Khokhrapar,Karachi,Sindh,Madina Medicos & General Store  Khokhrapar 1 Khokhrapar Karachi Sindh
Abdul Ghafoor Medical Store,,Ahmed Ali Colony,Kachi Colony Malir,Karachi,Sindh,Abdul Ghafoor Medical Store  Ahmed Ali Colony Kachi Colony Malir Karachi Sindh
Mughal Traders,,Block E,North Nazimabad,Karachi,Sindh,Mughal Traders  Block E North Nazimabad Karachi Sindh
Abbasi Store,,Block E,North Nazimabad,Karachi,Sindh,Abbasi Store  Block E North Nazimabad Karachi Sindh
Akhtar Chicken Center,,Block N,North Nazimabad,Karachi,Sindh,Akhtar Chicken Center  Block N North Nazimabad Karachi Sindh
Waiz Computers,,Block M,North Nazimabad,Karachi,Sindh,Waiz Computers  Block M North Nazimabad Karachi Sindh
Al Madina Garments,,Block G,North Nazimabad,Karachi,Sindh,Al Madina Garments  Block G North Nazimabad Karachi Sindh
Shahid & Bros Furniture,,Block 16,Federal B Area (Gulberg),Karachi,Sindh,Shahid & Bros Furniture  Block 16 Federal B Area (Gulberg) Karachi Sindh
Karam Ceramics Tiles,,Block 16,Federal B Area (Gulberg),Karachi,Sindh,Karam Ceramics Tiles  Block 16 Federal B Area (Gulberg) Karachi Sindh
Khayam Garments,,Block 16,Federal B Area (Gulberg),Karachi,Sindh,Khayam Garments  Block 16 Federal B Area (Gulberg) Karachi Sindh
Muhammadi Oil Depot,,Block 16,Federal B Area (Gulberg),Karachi,Sindh,Muhammadi Oil Depot  Block 16 Federal B Area (Gulberg) Karachi Sindh
New Al Karim Rice Store,,Block 16,Federal B Area (Gulberg),Karachi,Sindh,New Al Karim Rice Store  Block 16 Federal B Area (Gulberg) Karachi Sindh
Suzuki Parts Center,,Block 16,Federal B Area (Gulberg),Karachi,Sindh,Suzuki Parts Center  Block 16 Federal B Area (Gulberg) Karachi Sindh
Steel Blocks Work & Company Store,,Block 16,Federal B Area (Gulberg),Karachi,Sindh,Steel Blocks Work & Company Store  Block 16 Federal B Area (Gulberg) Karachi Sindh
AS Tailors Imran,,Block 9,Federal B Area (Gulberg),Karachi,Sindh,AS Tailors Imran  Block 9 Federal B Area (Gulberg) Karachi Sindh
Humera Flower Shop,,Block 2,Federal B Area (Gulberg),Karachi,Sindh,Humera Flower Shop  Block 2 Federal B Area (Gulberg) Karachi Sindh
Bismillah Autos & Spare Parts,,Sector 39,Korangi,Karachi,Sindh,Bismillah Autos & Spare Parts  Sector 39 Korangi Karachi Sindh
Subhanallah Autos Carpenter,,Sector 32 E,Korangi,Karachi,Sindh,Subhanallah Autos Carpenter  Sector 32 E Korangi Karachi Sindh
Jubilee Enterprises Estate,,Block 7,Federal B Area (Gulberg),Karachi,Sindh,Jubilee Enterprises Estate  Block 7 Federal B Area (Gulberg) Karachi Sindh
New Style Hair Salon,,Nazimabad No 1,Nazimabad,Karachi,Sindh,New Style Hair Salon  Nazimabad No 1 Nazimabad Karachi Sindh
Syed Medical Store,,Nazimabad No 3,Nazimabad,Karachi,Sindh,Syed Medical Store  Nazimabad No 3 Nazimabad Karachi Sindh
Golden Diamond Traders,,Block 19,Gulistan e Jauhar,Karachi,Sindh,Golden Diamond Traders  Block 19 Gulistan e Jauhar Karachi Sindh
British School,,Block 4,Clifton,Karachi,Sindh,British School  Block 4 Clifton Karachi Sindh
LG Electronics,,Sector 34 A,Gulzar e Hijri Scheme 33,Karachi,Sindh,LG Electronics  Sector 34 A Gulzar e Hijri Scheme 33 Karachi Sindh
Happitots Montessori,,Gulshan e Kaneez Fatima,Gulzar e Hijri Scheme 33,Karachi,Sindh,Happitots Montessori  Gulshan e Kaneez Fatima Gulzar e Hijri Scheme 33 Karachi Sindh
Student Paradise Secondary School,,Sector 7D/4,North Karachi,Karachi,Sindh,Student Paradise Secondary School  Sector 7D/4 North Karachi Karachi Sindh
Orion Motor,,Phase 1,DHA,Karachi,Sindh,Orion Motor  Phase 1 DHA Karachi Sindh
Amir Corp. LG,,Sector 15 A 4,Buffer Zone,Karachi,Sindh,Amir Corp. LG  Sector 15 A 4 Buffer Zone Karachi Sindh
Saba's Beauty Parlour,,Sector 11 I,North Karachi,Karachi,Sindh,Saba's Beauty Parlour  Sector 11 I North Karachi Karachi Sindh
West Wind States Apartment,,Block 2,Clifton,Karachi,Sindh,West Wind States Apartment  Block 2 Clifton Karachi Sindh
The Kids College School,,Sector 33 E,Korangi,Karachi,Sindh,The Kids College School  Sector 33 E Korangi Karachi Sindh
ATM ABL,,Phase 5,DHA,Karachi,Sindh,ATM ABL  Phase 5 DHA Karachi Sindh
ATM Silk Bank,,Block 6,PECHS,Karachi,Sindh,ATM Silk Bank  Block 6 PECHS Karachi Sindh
Pak. Assn. Of Scientific Professional Ce,,Block 5,Gulshan e Iqbal,Karachi,Sindh,Pak. Assn. Of Scientific Professional Ce  Block 5 Gulshan e Iqbal Karachi Sindh
Zong Franchise,,Block E,North Nazimabad,Karachi,Sindh,Zong Franchise  Block E North Nazimabad Karachi Sindh
Orange Electric,,Upper Gizri,Gizri,Karachi,Sindh,Orange Electric  Upper Gizri Gizri Karachi Sindh
Hashmi Autos Mart,,Block 2,PECHS,Karachi,Sindh,Hashmi Autos Mart  Block 2 PECHS Karachi Sindh
Millac Milk Shop,,Block 17,Gulistan e Jauhar,Karachi,Sindh,Millac Milk Shop  Block 17 Gulistan e Jauhar Karachi Sindh
Warid Franchise,,Block 20,Gulistan e Jauhar,Karachi,Sindh,Warid Franchise  Block 20 Gulistan e Jauhar Karachi Sindh
Delta Cable Net Work,,Phase 7,DHA,Karachi,Sindh,Delta Cable Net Work  Phase 7 DHA Karachi Sindh
Japan Autos,,Block 13,Gulistan e Jauhar,Karachi,Sindh,Japan Autos  Block 13 Gulistan e Jauhar Karachi Sindh
New Star Electronics,,Block 3,PECHS,Karachi,Sindh,New Star Electronics  Block 3 PECHS Karachi Sindh
Rising Star Early Learning Center,,Sector 10,North Karachi,Karachi,Sindh,Rising Star Early Learning Center  Sector 10 North Karachi Karachi Sindh
Star Jewellers,,Block 2,PECHS,Karachi,Sindh,Star Jewellers  Block 2 PECHS Karachi Sindh
The Lady Shoes,,Block 2,PECHS,Karachi,Sindh,The Lady Shoes  Block 2 PECHS Karachi Sindh
Quick Car AC,,Block 2,PECHS,Karachi,Sindh,Quick Car AC  Block 2 PECHS Karachi Sindh
Kashiana e Rehmat,,Block 3 Darul Aman Society,PECHS,Karachi,Sindh,Kashiana e Rehmat  Block 3 Darul Aman Society PECHS Karachi Sindh
M Bashir Munnu House,,Block 3 Darul Aman Society,PECHS,Karachi,Sindh,M Bashir Munnu House  Block 3 Darul Aman Society PECHS Karachi Sindh
Madrassa Al Banat,,Block 7/8 Karachi Memon Society,PECHS,Karachi,Sindh,Madrassa Al Banat  Block 7/8 Karachi Memon Society PECHS Karachi Sindh
Brain Net Online,,Block 6,PECHS,Karachi,Sindh,Brain Net Online  Block 6 PECHS Karachi Sindh
Zubaida Estate,,Block B Shabbirabad Society,Shabbirabad,Karachi,Sindh,Zubaida Estate  Block B Shabbirabad Society Shabbirabad Karachi Sindh
Art View,,Phase 5,DHA,Karachi,Sindh,Art View  Phase 5 DHA Karachi Sindh
Ghausia Electric Store,,Phase 5,DHA,Karachi,Sindh,Ghausia Electric Store  Phase 5 DHA Karachi Sindh
Collection Designer,,Phase 6,DHA,Karachi,Sindh,Collection Designer  Phase 6 DHA Karachi Sindh
Fashion Designer,,Phase 6,DHA,Karachi,Sindh,Fashion Designer  Phase 6 DHA Karachi Sindh
Nancy Engineering & Services,,Phase 5,DHA,Karachi,Sindh,Nancy Engineering & Services  Phase 5 DHA Karachi Sindh
Realtor Estate Agents,,Block 8,Clifton,Karachi,Sindh,Realtor Estate Agents  Block 8 Clifton Karachi Sindh
Jazz,,Block H,North Nazimabad,Karachi,Sindh,Jazz  Block H North Nazimabad Karachi Sindh
Bismillah Garments,,Block 2,PECHS,Karachi,Sindh,Bismillah Garments  Block 2 PECHS Karachi Sindh
Masky Autos,,Block 7,Gulshan e Iqbal,Karachi,Sindh,Masky Autos  Block 7 Gulshan e Iqbal Karachi Sindh
A Lace Boutique,,Block 13 D 1,Gulshan e Iqbal,Karachi,Sindh,A Lace Boutique  Block 13 D 1 Gulshan e Iqbal Karachi Sindh
Abba Good Luck Autos,,Sector 11 E,North Karachi,Karachi,Sindh,Abba Good Luck Autos  Sector 11 E North Karachi Karachi Sindh
Abdul Malik General Store,Anees Bakers Street,Block 2,Liaquatabad,Karachi,Sindh,Abdul Malik General Store Anees Bakers Street Block 2 Liaquatabad Karachi Sindh
Abuzar General Store,Punjab Town Road,Golden Town,Shah Faisal Town,Karachi,Sindh,Abuzar General Store Punjab Town Road Golden Town Shah Faisal Town Karachi Sindh
Ahmed Autos,Shahrah e Faisal,Moria Khan Goth,Shah Faisal Town,Karachi,Sindh,Ahmed Autos Shahrah e Faisal Moria Khan Goth Shah Faisal Town Karachi Sindh
Ahmed General Store,Aligarh Road,Sector 7 A,Orangi,Karachi,Sindh,Ahmed General Store Aligarh Road Sector 7 A Orangi Karachi Sindh
Akbar Qureshi Hotel,Shahrah e Maulana Shaukat Ali,Sector 5 J,New Karachi,Karachi,Sindh,Akbar Qureshi Hotel Shahrah e Maulana Shaukat Ali Sector 5 J New Karachi Karachi Sindh
Al Hadi Paint & Hardware,"Rafah e Aam Society Road
",Rafah e Aam Society,Shah Faisal Town,Karachi,Sindh,"Al Hadi Paint & Hardware Rafah e Aam Society Road
 Rafah e Aam Society Shah Faisal Town Karachi Sindh"
Al Hamd Chakki Masala Shop,City Bakery Street,Block 17,Gulistan e Jauhar,Karachi,,Al Hamd Chakki Masala Shop City Bakery Street Block 17 Gulistan e Jauhar Karachi 
Al Karim Jewellers,36th Street,Block 6,Liaquatabad,Karachi,,Al Karim Jewellers 36th Street Block 6 Liaquatabad Karachi 
Al Rehman Al Raheem Furniture,Sehba Akhtar Road,Block 13 D 2,Gulshan e Iqbal,Karachi,,Al Rehman Al Raheem Furniture Sehba Akhtar Road Block 13 D 2 Gulshan e Iqbal Karachi 
Ali Electronics,Phool Wali Gali,Sector 11 E,Muhammad Nagar,Karachi,,Ali Electronics Phool Wali Gali Sector 11 E Muhammad Nagar Karachi 
Aman Booking Office,Landhi Road,Allahwala Town,Korangi,Karachi,,Aman Booking Office Landhi Road Allahwala Town Korangi Karachi 
Arman Jee Electronics,SM Taufiq Road,Block 10,Liaquatabad,Karachi,,Arman Jee Electronics SM Taufiq Road Block 10 Liaquatabad Karachi 
Ashraf Furniture,Sir Shah Suleman Road,Old Golimar,Liaquatabad,Karachi,,Ashraf Furniture Sir Shah Suleman Road Old Golimar Liaquatabad Karachi 
Ashrafi Book Shop,Shamsuddin Road,Shah Faisal Colony 3,Shah Faisal Town,Karachi,,Ashrafi Book Shop Shamsuddin Road Shah Faisal Colony 3 Shah Faisal Town Karachi 
B R Refrigeration Service Center,Service Road,Sector 5 M,New Karachi,Karachi,,B R Refrigeration Service Center Service Road Sector 5 M New Karachi Karachi 
Badshah Chicken Center,Shahrah e Usman,Sector 11 K,North Karachi,Karachi,,Badshah Chicken Center Shahrah e Usman Sector 11 K North Karachi Karachi 
Batool Arcade,University Road,Block 13 B,Gulshan e Iqbal,Karachi,,Batool Arcade University Road Block 13 B Gulshan e Iqbal Karachi 
Bilal Autos Engineering Works,Shahrah e Maulana Muhammad Ali Jauhar,Sector 5 M,New Karachi,Karachi,,Bilal Autos Engineering Works Shahrah e Maulana Muhammad Ali Jauhar Sector 5 M New Karachi Karachi 
Binoria Cold Drink,Jamia Binoria Road,Metroville,Sindh Industrial Trading Estate (SITE),Karachi,,Binoria Cold Drink Jamia Binoria Road Metroville Sindh Industrial Trading Estate (SITE) Karachi 
Bismillah Autos,Memon Goth Road,Soomar Kandhani Goth,Gadap,Karachi,,Bismillah Autos Memon Goth Road Soomar Kandhani Goth Gadap Karachi 
Bismillah Cool Refrigerators Center,Green Town Pather Road,Green Town,Shah Faisal Town,Karachi,,Bismillah Cool Refrigerators Center Green Town Pather Road Green Town Shah Faisal Town Karachi 
Bismillah Ironworks,Anda Mor Road,Sector 11 C 3,North Karachi,Karachi,,Bismillah Ironworks Anda Mor Road Sector 11 C 3 North Karachi Karachi 
Danish Music Center,Qatar Hospital Road,Sector 15 A,Orangi,Karachi,,Danish Music Center Qatar Hospital Road Sector 15 A Orangi Karachi 
Danish Confectionery & General Store,Street 6,Block 1,Gulshan e Iqbal,Karachi,,Danish Confectionery & General Store Street 6 Block 1 Gulshan e Iqbal Karachi 
Expo Center Bus Stop,University Road,Block 13 A,Gulshan e Iqbal,Karachi,,Expo Center Bus Stop University Road Block 13 A Gulshan e Iqbal Karachi 
Farooq Dairy Farm,Shahrah e Maulana Shaukat Ali,Sector 5 G,New Karachi,Karachi,,Farooq Dairy Farm Shahrah e Maulana Shaukat Ali Sector 5 G New Karachi Karachi 
Grace Aluminium & Glass Works,Moulana Yousuf Ludhianwi Shaheed Road,Post Office Society Sector 13 A,Gulzar e Hijri Scheme 33,Karachi,,Grace Aluminium & Glass Works Moulana Yousuf Ludhianwi Shaheed Road Post Office Society Sector 13 A Gulzar e Hijri Scheme 33 Karachi 
Greek City School,Kiran Hospital Road,Sector 38 A,Gulzar e Hijri Scheme 33,Karachi,,Greek City School Kiran Hospital Road Sector 38 A Gulzar e Hijri Scheme 33 Karachi 
Hasnain Book,Rashid Minhas Road,Block 3,Gulshan e Iqbal,Karachi,,Hasnain Book Rashid Minhas Road Block 3 Gulshan e Iqbal Karachi 
Ibn e Shah Park,27th Street,Block 4,Clifton,Karachi,,Ibn e Shah Park 27th Street Block 4 Clifton Karachi 
Imran General Store,Shahrah e Orangi,Raees Amrohi Colony,Chishti Nagar,Karachi,,Imran General Store Shahrah e Orangi Raees Amrohi Colony Chishti Nagar Karachi 
Iqbal Autos & Spare Parts,Pehlwan Goth Road,Bakhtawar Goth,Gulistan e Jauhar,Karachi,,Iqbal Autos & Spare Parts Pehlwan Goth Road Bakhtawar Goth Gulistan e Jauhar Karachi 
Islam Autos & Spare Parts,Bahadur Ali Road,Sector 5 G,New Karachi,Karachi,,Islam Autos & Spare Parts Bahadur Ali Road Sector 5 G New Karachi Karachi 
Jubilee Insurance,Jauhar Road,Block 19,Gulistan e Jauhar,Karachi,,Jubilee Insurance Jauhar Road Block 19 Gulistan e Jauhar Karachi 
Karachi Autos & Oil Traders,Shahrah e Maulana Muhammad Ali Jauhar,Sector 5 E,New Karachi,Karachi,,Karachi Autos & Oil Traders Shahrah e Maulana Muhammad Ali Jauhar Sector 5 E New Karachi Karachi 
Kb General Store,Huzaifa Street,Sector 34 A,Gulzar e Hijri Scheme 33,Karachi,,Kb General Store Huzaifa Street Sector 34 A Gulzar e Hijri Scheme 33 Karachi 
Khurram Comm,Iqbalabad Road,Drigh Colony,Shah Faisal Town,Karachi,,Khurram Comm Iqbalabad Road Drigh Colony Shah Faisal Town Karachi 
Life Style Hair Salon,Central Street,Sector 11 I,North Karachi,Karachi,,Life Style Hair Salon Central Street Sector 11 I North Karachi Karachi 
Madina Service Station,Sehba Akhtar Road,Block 13 D 3,Gulshan e Iqbal,Karachi,,Madina Service Station Sehba Akhtar Road Block 13 D 3 Gulshan e Iqbal Karachi 
Majeed Ironworks,Bearing Street,C Area,Liaquatabad,Karachi,,Majeed Ironworks Bearing Street C Area Liaquatabad Karachi 
Mahreen View,Rukunuddin Street,Nazimabad No 4,Nazimabad,Karachi,,Mahreen View Rukunuddin Street Nazimabad No 4 Nazimabad Karachi 
Makkah Tyre Shop,Kalyana Town Road,Sector 10,North Karachi,Karachi,,Makkah Tyre Shop Kalyana Town Road Sector 10 North Karachi Karachi 
Mashallah Auto Parts,Street Number 4,Sector 10,Hanifabad,Karachi,,Mashallah Auto Parts Street Number 4 Sector 10 Hanifabad Karachi 
Mashallah Oil Depot,Al-Amna Avenue,Sector 5 C 3,New Karachi,Karachi,,Mashallah Oil Depot Al-Amna Avenue Sector 5 C 3 New Karachi Karachi 
New Madina Jewellers,KB Road,Bhitaiabad Block 9,Bhittaiabad,Karachi,,New Madina Jewellers KB Road Bhitaiabad Block 9 Bhittaiabad Karachi 
Nida Chappal Store,Shahrah e Maulana Shaukat Ali,Sector 5 F,New Karachi,Karachi,,Nida Chappal Store Shahrah e Maulana Shaukat Ali Sector 5 F New Karachi Karachi 
Owais Autos,Road No 6,Sector 5 F,New Karachi,Karachi,,Owais Autos Road No 6 Sector 5 F New Karachi Karachi 
Pakistan Fitness Club,Tabish Dehalvi Road,Nazimabad No 3,Nazimabad,Karachi,,Pakistan Fitness Club Tabish Dehalvi Road Nazimabad No 3 Nazimabad Karachi 
Rais Electric Store,Qadri Masjid Road,Sector 5 F,New Karachi,Karachi,,Rais Electric Store Qadri Masjid Road Sector 5 F New Karachi Karachi 
Rehan Autos & Spare Parts,Shahrah e Shabbir Ahmed Usmani,Sector 43 B,Landhi,Karachi,,Rehan Autos & Spare Parts Shahrah e Shabbir Ahmed Usmani Sector 43 B Landhi Karachi 
Saleem General Store,Street 1,Gulshan e Malir,Shah Faisal Town,Karachi,,Saleem General Store Street 1 Gulshan e Malir Shah Faisal Town Karachi 
Shah Jee Estate Agency,Jamia Millia Road,Gulshan e Malir,Shah Faisal Town,Karachi,,Shah Jee Estate Agency Jamia Millia Road Gulshan e Malir Shah Faisal Town Karachi 
Sami Autos,Qatar Hospital Road,Sector 15 A,Orangi,Karachi,,Sami Autos Qatar Hospital Road Sector 15 A Orangi Karachi 
Shahbaz Estate & PCO,Moulana Yousuf Ludhianwi Shaheed Road,Metrovil 14 Block 1/1,Metrovil Colony,Karachi,,Shahbaz Estate & PCO Moulana Yousuf Ludhianwi Shaheed Road Metrovil 14 Block 1/1 Metrovil Colony Karachi 
Sheikh Cloth Corner,Railway Pool Road,Block 13 A,Gulshan e Iqbal,Karachi,,Sheikh Cloth Corner Railway Pool Road Block 13 A Gulshan e Iqbal Karachi 
Sohil Autos Exchange Showroom,Naseer ul Haq Road,Sector 11 E,North Karachi,Karachi,,Sohil Autos Exchange Showroom Naseer ul Haq Road Sector 11 E North Karachi Karachi 
Subhanallah Furniture,Cantonment Graveyard Road,Block 18,Gulistan e Jauhar,Karachi,,Subhanallah Furniture Cantonment Graveyard Road Block 18 Gulistan e Jauhar Karachi 
Umar Estate,Korangi Industrial Area Link Road,Allahwala Town,Korangi,Karachi,,Umar Estate Korangi Industrial Area Link Road Allahwala Town Korangi Karachi 
Timing Crockery & Gift Center,Jauhar Road,Block 17,Gulistan e Jauhar,Karachi,,Timing Crockery & Gift Center Jauhar Road Block 17 Gulistan e Jauhar Karachi 
Younus Comm,Anum Uzair Shaheed Road,Block 13 B,Gulshan e Iqbal,Karachi,,Younus Comm Anum Uzair Shaheed Road Block 13 B Gulshan e Iqbal Karachi 
Yousuf Engineering Works,Shahrah e Mufti Shafi,Sector 35 B,Landhi,Karachi,,Yousuf Engineering Works Shahrah e Mufti Shafi Sector 35 B Landhi Karachi 
Aiman Digital Photo Studio,Saeedabad Road,Block 9 D,Baldia,Karachi,,Aiman Digital Photo Studio Saeedabad Road Block 9 D Baldia Karachi 
Al Ahmed Chicken Center,7th Street,Sector Z,Gulshan e Maymar,Karachi,,Al Ahmed Chicken Center 7th Street Sector Z Gulshan e Maymar Karachi 
Al Rehmat Estate,Punjab Road,Sector E,Manzoor Colony,Karachi,,Al Rehmat Estate Punjab Road Sector E Manzoor Colony Karachi 
Aqsa Mobile Shop,Shahrah e Maulana Shaukat Ali,Sector 5 G,New Karachi,Karachi,,Aqsa Mobile Shop Shahrah e Maulana Shaukat Ali Sector 5 G New Karachi Karachi 
Arif Autos,Landhi Road,Sector 36 D,Landhi,Karachi,,Arif Autos Landhi Road Sector 36 D Landhi Karachi 
Aurangzeb Autos,Mehmoodabad Road,Block 8,KAECHS,Karachi,,Aurangzeb Autos Mehmoodabad Road Block 8 KAECHS Karachi 
Babar Autos,Landhi Road,Sector 37 B,Landhi,Karachi,,Babar Autos Landhi Road Sector 37 B Landhi Karachi 
Basit Toy Center,1st Street,Sector Z A,Gulshan e Maymar,Karachi,,Basit Toy Center 1st Street Sector Z A Gulshan e Maymar Karachi 
Bilal Autos,Mehran Highway,Labor Colony (Landhi),Landhi,Karachi,,Bilal Autos Mehran Highway Labor Colony (Landhi) Landhi Karachi 
Bismillah Autos,Altaf Hussain Road,Sector 5,Sector 5,Karachi,,Bismillah Autos Altaf Hussain Road Sector 5 Sector 5 Karachi 
Bismillah Chicken Corner,Mehmoodabad Road,Block 8,KAECHS,Karachi,,Bismillah Chicken Corner Mehmoodabad Road Block 8 KAECHS Karachi 
Bismillah Electric Store,Khan Liaqat Ali Khan Road,Sector 9 C,Baldia,Karachi,,Bismillah Electric Store Khan Liaqat Ali Khan Road Sector 9 C Baldia Karachi 
Fahad Dry Cleaners,Babu Noor Road,Gulshan e Habib,Sector 5,Karachi,,Fahad Dry Cleaners Babu Noor Road Gulshan e Habib Sector 5 Karachi 
Gate Hussaini Textile Mills,Adam Jee Road,Mehmood Nagar,Landhi,Karachi,,Gate Hussaini Textile Mills Adam Jee Road Mehmood Nagar Landhi Karachi 
Ghausia Sanitary And Hardware Store,Selani Road,Sector 5 E,New Karachi,Karachi,,Ghausia Sanitary And Hardware Store Selani Road Sector 5 E New Karachi Karachi 
Hamza Electric Works,Kachi Abadi Street,Tekri Colony,Bath Island,Karachi,,Hamza Electric Works Kachi Abadi Street Tekri Colony Bath Island Karachi 
Hijab Medical & General Store,Shahrah e Waqas,Sector A 3,Qaddafi Colony,Karachi,,Hijab Medical & General Store Shahrah e Waqas Sector A 3 Qaddafi Colony Karachi 
Ibrahim Woodwork,Sir Syed Ahmed Khan Road,Sector C,Manzoor Colony,Karachi,,Ibrahim Woodwork Sir Syed Ahmed Khan Road Sector C Manzoor Colony Karachi 
Karim Digital Photo Studio,Talha Awan Road,Sector 5 J,Sector 5,Karachi,,Karim Digital Photo Studio Talha Awan Road Sector 5 J Sector 5 Karachi 
Khurram Electric Store,Korangi Shahfaisal Road,Sector 35 B,Landhi,Karachi,,Khurram Electric Store Korangi Shahfaisal Road Sector 35 B Landhi Karachi 
King Autos,Nizamuddin Aulia Road,Block 7,KAECHS,Karachi,,King Autos Nizamuddin Aulia Road Block 7 KAECHS Karachi 
Lodhi Estate Agency,Shahrah E Zahid Hussain Road,Sector 15 B,Buffer Zone,Karachi,,Lodhi Estate Agency Shahrah E Zahid Hussain Road Sector 15 B Buffer Zone Karachi 
